0, 1, 480, 583, 0, 0, 0, -1, -1, -1
0, 2, 1440, 583, 0, 0, 0, -1, -1, -1
0, 3, 1440, 583, 0, 0, 0, -1, -1, -1
0, 4, 1440, 583, 0, 0, 0, -1, -1, -1
0, 5, 2400, 583, 0, 0, 0, -1, -1, -1
0, 6, 2400, 583, 0, 0, 0, -1, -1, -1
0, 7, 2400, 583, 0, 0, 0, -1, -1, -1
0, 8, 2400, 583, 0, 0, 0, -1, -1, -1
0, 9, 2400, 583, 0, 0, 0, -1, -1, -1
1, 1, 842, 967, 25, 67, 0, -1, -1, -1
1, 2, 2282, 961, 18, 53, 0, -1, -1, -1
1, 3, 2338, 960, 14, 45, 0, -1, -1, -1
1, 4, 2121, 971, 12, 39, 0, -1, -1, -1
1, 5, 2439, 955, 21, 68, 0, -1, -1, -1
1, 6, 2715, 961, 20, 58, 0, -1, -1, -1
1, 7, 2510, 968, 22, 59, 0, -1, -1, -1
1, 8, 2497, 961, 17, 43, 0, -1, -1, -1
1, 9, 2886, 929, 22, 54, 0, -1, -1, -1
2, 1, 842, 967, 25, 67, 0, -1, -1, -1
2, 2, 2282, 968, 18, 53, 0, -1, -1, -1
2, 3, 2338, 961, 14, 45, 0, -1, -1, -1
2, 4, 2123, 971, 12, 39, 0, -1, -1, -1
2, 5, 2439, 953, 21, 68, 0, -1, -1, -1
2, 6, 2717, 954, 20, 58, 0, -1, -1, -1
2, 7, 2510, 966, 22, 59, 0, -1, -1, -1
2, 8, 2494, 961, 17, 43, 0, -1, -1, -1
2, 9, 2886, 949, 22, 54, 0, -1, -1, -1
3, 1, 842, 967, 25, 67, 0, -1, -1, -1
3, 2, 2282, 960, 18, 53, 0, -1, -1, -1
3, 3, 2339, 967, 14, 45, 0, -1, -1, -1
3, 4, 2121, 956, 12, 39, 0, -1, -1, -1
3, 5, 2438, 953, 20, 67, 0, -1, -1, -1
3, 6, 2715, 952, 20, 58, 0, -1, -1, -1
3, 7, 2509, 966, 22, 59, 0, -1, -1, -1
3, 8, 2495, 961, 17, 43, 0, -1, -1, -1
3, 9, 2886, 945, 22, 54, 0, -1, -1, -1
4, 1, 842, 969, 25, 67, 0, -1, -1, -1
4, 2, 2282, 968, 18, 53, 0, -1, -1, -1
4, 3, 2334, 956, 14, 46, 0, -1, -1, -1
4, 4, 2125, 961, 12, 39, 0, -1, -1, -1
4, 5, 2439, 956, 21, 68, 0, -1, -1, -1
4, 6, 2718, 948, 20, 58, 0, -1, -1, -1
4, 7, 2509, 966, 22, 59, 0, -1, -1, -1
4, 8, 2497, 961, 17, 43, 0, -1, -1, -1
4, 9, 2888, 941, 22, 54, 0, -1, -1, -1
5, 1, 842, 969, 25, 67, 0, -1, -1, -1
5, 2, 2283, 966, 18, 53, 0, -1, -1, -1
5, 3, 2334, 960, 14, 45, 0, -1, -1, -1
5, 4, 2121, 956, 12, 39, 0, -1, -1, -1
5, 5, 2438, 953, 20, 67, 0, -1, -1, -1
5, 6, 2718, 948, 20, 58, 0, -1, -1, -1
5, 7, 2509, 966, 22, 59, 0, -1, -1, -1
5, 8, 2495, 961, 17, 43, 0, -1, -1, -1
5, 9, 2894, 953, 22, 54, 0, -1, -1, -1
6, 1, 842, 967, 25, 67, 0, -1, -1, -1
6, 2, 2281, 968, 18, 53, 0, -1, -1, -1
6, 3, 2338, 964, 14, 45, 0, -1, -1, -1
6, 4, 2142, 954, 12, 39, 0, -1, -1, -1
6, 5, 2438, 953, 20, 67, 0, -1, -1, -1
6, 6, 2722, 946, 20, 58, 0, -1, -1, -1
6, 7, 2507, 966, 22, 59, 0, -1, -1, -1
6, 8, 2497, 961, 17, 43, 0, -1, -1, -1
6, 9, 2886, 947, 22, 54, 0, -1, -1, -1
7, 1, 844, 969, 25, 67, 0, -1, -1, -1
7, 2, 2282, 960, 18, 53, 0, -1, -1, -1
7, 3, 2330, 956, 14, 46, 0, -1, -1, -1
7, 4, 2121, 963, 12, 39, 0, -1, -1, -1
7, 5, 2438, 953, 20, 67, 0, -1, -1, -1
7, 6, 2718, 946, 20, 58, 0, -1, -1, -1
7, 7, 2507, 966, 22, 59, 0, -1, -1, -1
7, 8, 2497, 961, 17, 43, 0, -1, -1, -1
7, 9, 2890, 949, 22, 54, 0, -1, -1, -1
8, 1, 842, 967, 25, 67, 0, -1, -1, -1
8, 2, 2279, 960, 19, 53, 0, -1, -1, -1
8, 3, 2335, 944, 14, 46, 0, -1, -1, -1
8, 4, 2125, 965, 12, 39, 0, -1, -1, -1
8, 5, 2437, 953, 20, 67, 0, -1, -1, -1
8, 6, 2720, 960, 20, 58, 0, -1, -1, -1
8, 7, 2505, 966, 22, 58, 0, -1, -1, -1
8, 8, 2497, 961, 17, 43, 0, -1, -1, -1
8, 9, 2888, 953, 22, 54, 0, -1, -1, -1
9, 1, 846, 971, 25, 67, 0, -1, -1, -1
9, 2, 2281, 960, 18, 53, 0, -1, -1, -1
9, 3, 2335, 944, 14, 46, 0, -1, -1, -1
9, 4, 2139, 954, 12, 39, 0, -1, -1, -1
9, 5, 2436, 953, 20, 67, 0, -1, -1, -1
9, 6, 2715, 950, 20, 58, 0, -1, -1, -1
9, 7, 2505, 966, 22, 58, 0, -1, -1, -1
9, 8, 2497, 961, 17, 43, 0, -1, -1, -1
9, 9, 2880, 957, 22, 54, 0, -1, -1, -1
10, 1, 842, 967, 25, 67, 0, -1, -1, -1
10, 2, 2281, 968, 18, 53, 0, -1, -1, -1
10, 3, 2335, 961, 14, 45, 0, -1, -1, -1
10, 4, 2119, 975, 12, 39, 0, -1, -1, -1
10, 5, 2436, 952, 20, 67, 0, -1, -1, -1
10, 6, 2717, 948, 20, 58, 0, -1, -1, -1
10, 7, 2505, 964, 22, 58, 0, -1, -1, -1
10, 8, 2497, 961, 17, 43, 0, -1, -1, -1
10, 9, 2886, 951, 22, 54, 0, -1, -1, -1
11, 1, 842, 967, 25, 67, 0, -1, -1, -1
11, 2, 2279, 958, 19, 53, 0, -1, -1, -1
11, 3, 2335, 944, 14, 46, 0, -1, -1, -1
11, 4, 2142, 956, 12, 39, 0, -1, -1, -1
11, 5, 2436, 953, 20, 67, 0, -1, -1, -1
11, 6, 2717, 946, 20, 58, 0, -1, -1, -1
11, 7, 2505, 964, 22, 58, 0, -1, -1, -1
11, 8, 2498, 960, 17, 43, 0, -1, -1, -1
11, 9, 2882, 955, 22, 54, 0, -1, -1, -1
12, 1, 844, 967, 25, 67, 0, -1, -1, -1
12, 2, 2279, 958, 19, 53, 0, -1, -1, -1
12, 3, 2334, 942, 14, 46, 0, -1, -1, -1
12, 4, 2146, 952, 12, 39, 0, -1, -1, -1
12, 5, 2436, 952, 20, 67, 0, -1, -1, -1
12, 6, 2717, 946, 20, 58, 0, -1, -1, -1
12, 7, 2505, 964, 22, 58, 0, -1, -1, -1
12, 8, 2498, 960, 17, 43, 0, -1, -1, -1
12, 9, 2884, 951, 22, 54, 0, -1, -1, -1
13, 1, 844, 969, 25, 67, 0, -1, -1, -1
13, 2, 2279, 958, 19, 53, 0, -1, -1, -1
13, 3, 2330, 947, 14, 46, 0, -1, -1, -1
13, 4, 2142, 963, 12, 39, 0, -1, -1, -1
13, 5, 2436, 953, 20, 67, 0, -1, -1, -1
13, 6, 2711, 948, 20, 58, 0, -1, -1, -1
13, 7, 2506, 964, 22, 58, 0, -1, -1, -1
13, 8, 2497, 961, 17, 43, 0, -1, -1, -1
13, 9, 2880, 960, 22, 54, 0, -1, -1, -1
14, 1, 844, 967, 25, 67, 0, -1, -1, -1
14, 2, 2279, 960, 19, 53, 0, -1, -1, -1
14, 3, 2329, 948, 14, 46, 0, -1, -1, -1
14, 4, 2121, 980, 12, 39, 0, -1, -1, -1
14, 5, 2435, 953, 20, 67, 0, -1, -1, -1
14, 6, 2713, 950, 20, 58, 0, -1, -1, -1
14, 7, 2503, 963, 21, 58, 0, -1, -1, -1
14, 8, 2497, 961, 17, 43, 0, -1, -1, -1
14, 9, 2882, 947, 22, 54, 0, -1, -1, -1
15, 1, 844, 967, 25, 67, 0, -1, -1, -1
15, 2, 2278, 958, 19, 53, 0, -1, -1, -1
15, 3, 2334, 945, 14, 46, 0, -1, -1, -1
15, 4, 2119, 977, 12, 39, 0, -1, -1, -1
