0, 1, 3360, 583, 0, 0, 0, -1, -1, -1
0, 2, 3360, 583, 0, 0, 0, -1, -1, -1
0, 3, 3360, 583, 0, 0, 0, -1, -1, -1
0, 4, 3360, 583, 0, 0, 0, -1, -1, -1
0, 5, 3360, 583, 0, 0, 0, -1, -1, -1
0, 6, 3360, 583, 0, 0, 0, -1, -1, -1
0, 7, 480, 583, 0, 0, 0, -1, -1, -1
0, 8, 480, 583, 0, 0, 0, -1, -1, -1
0, 9, 480, 583, 0, 0, 0, -1, -1, -1
0, 10, 480, 583, 0, 0, 0, -1, -1, -1
0, 11, 1440, 583, 0, 0, 0, -1, -1, -1
0, 12, 1440, 583, 0, 0, 0, -1, -1, -1
0, 13, 1440, 583, 0, 0, 0, -1, -1, -1
0, 14, 2400, 583, 0, 0, 0, -1, -1, -1
1, 1, 3586, 945, 46, 139, 0, -1, -1, -1
1, 14, 2583, 947, 29, 72, 0, -1, -1, -1
2, 1, 3586, 945, 46, 139, 0, -1, -1, -1
2, 14, 2582, 947, 28, 72, 0, -1, -1, -1
3, 1, 3586, 945, 46, 139, 0, -1, -1, -1
3, 14, 2582, 947, 28, 72, 0, -1, -1, -1
4, 1, 3586, 945, 46, 139, 0, -1, -1, -1
4, 14, 2582, 947, 28, 72, 0, -1, -1, -1
5, 1, 3586, 945, 46, 139, 0, -1, -1, -1
5, 14, 2582, 947, 28, 72, 0, -1, -1, -1
6, 1, 3582, 945, 46, 139, 0, -1, -1, -1
6, 14, 2582, 947, 28, 72, 0, -1, -1, -1
7, 1, 3582, 945, 46, 139, 0, -1, -1, -1
7, 14, 2582, 947, 28, 72, 0, -1, -1, -1
8, 1, 3582, 945, 46, 139, 0, -1, -1, -1
8, 14, 2582, 947, 28, 72, 0, -1, -1, -1
9, 1, 3582, 945, 46, 139, 0, -1, -1, -1
9, 14, 2582, 947, 28, 72, 0, -1, -1, -1
10, 1, 3579, 945, 46, 139, 0, -1, -1, -1
10, 14, 2582, 947, 28, 72, 0, -1, -1, -1
11, 1, 3579, 945, 46, 139, 0, -1, -1, -1
11, 14, 2582, 947, 28, 72, 0, -1, -1, -1
12, 1, 3579, 945, 46, 139, 0, -1, -1, -1
12, 14, 2582, 947, 28, 72, 0, -1, -1, -1
13, 1, 3579, 945, 46, 139, 0, -1, -1, -1
13, 14, 2582, 947, 28, 72, 0, -1, -1, -1
14, 1, 3576, 945, 46, 139, 0, -1, -1, -1
14, 14, 2582, 947, 28, 72, 0, -1, -1, -1
15, 1, 3576, 945, 46, 139, 0, -1, -1, -1
15, 14, 2582, 947, 28, 72, 0, -1, -1, -1
16, 1, 3576, 945, 46, 139, 0, -1, -1, -1
16, 14, 2582, 947, 28, 72, 0, -1, -1, -1
17, 1, 3576, 945, 46, 139, 0, -1, -1, -1
17, 14, 2582, 947, 28, 72, 0, -1, -1, -1
18, 1, 3576, 945, 46, 139, 0, -1, -1, -1
18, 14, 2582, 947, 28, 72, 0, -1, -1, -1
19, 1, 3572, 945, 46, 138, 0, -1, -1, -1
19, 14, 2582, 947, 28, 72, 0, -1, -1, -1
20, 1, 3572, 945, 46, 138, 0, -1, -1, -1
20, 14, 2582, 947, 28, 72, 0, -1, -1, -1
21, 1, 3572, 945, 46, 138, 0, -1, -1, -1
21, 14, 2582, 947, 28, 72, 0, -1, -1, -1
22, 1, 3572, 945, 46, 138, 0, -1, -1, -1
22, 14, 2582, 947, 28, 72, 0, -1, -1, -1
23, 1, 3569, 945, 45, 138, 0, -1, -1, -1
23, 14, 2582, 947, 28, 72, 0, -1, -1, -1
24, 1, 3569, 945, 45, 138, 0, -1, -1, -1
24, 14, 2582, 947, 28, 72, 0, -1, -1, -1
25, 1, 3569, 945, 45, 138, 0, -1, -1, -1
25, 14, 2582, 947, 28, 72, 0, -1, -1, -1
26, 1, 3569, 945, 45, 138, 0, -1, -1, -1
26, 14, 2582, 947, 28, 72, 0, -1, -1, -1
